Transcript/RepeatID	chr	start	end	strand	Length	Copies	Annotation/Divergence	B_53A_GSM1153526.CvsH	FPKM	B_CL7B-P12_GSM1153525.CvsH	FPKM	B_PR01086_iPSC-1_A_GSM1153521.CvsH	FPKM	B_PR01086_iPSC-1_B_GSM1153523.CvsH	FPKM	C_PR00818_iPSC-2_A_GSM1153514.CvsH	FPKM	C_PR00818_iPSC-2_B_GSM1153516.CvsH	FPKM	C_PR01209_iPSC-1_A_GSM1153517.CvsH	FPKM	C_PR01209_iPSC-1_B_GSM1153519.CvsH	FPKM	H_ADRC-40_iPSC-2_A_GSM1153507.CvsH	FPKM	H_ADRC-40_iPSC-2_B_GSM1153501.CvsH	FPKM	H_ESC_H1_GSM1153529.CvsH	FPKM	H_ESC_HUES-6_GSM1153528.CvsH	FPKM	H_GM22159_WT-9_iPSC_GSM1153512.CvsH	FPKM	H_WT-126_iPSC_GSM1153513.CvsH	FPKM	H_WT-33_iPSC-1_A_GSM1153510.CvsH	FPKM	H_WT-33_iPSC-1_B_GSM1153509.CvsH	FPKM	c1.CvsH.hg19	FPKM	c2.CvsH.hg19	FPKM	h1.CvsH.hg19	FPKM	h2.CvsH.hg19	FPKM
Merged-chr4-171601372-4	chr4	171598021	171604285	+	6264	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.014	0.061	0	0.021	0.032	0.017	0.029	0.015	0.003	0	0.003	0.003	0.007	0	0.007	0	0.028	0.005	0.002	0.009																				
Merged-chr2-3867767-2	chr2	3865800	3869735	-	3935	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.011	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr2-189035751-7	chr2	189032620	189040215	-	7595	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.206	0.008	0.202	0	0.226	0.291	0.281	0.182	0.005	0	0.007	0	0	0	0	0	0.303	0.082	0	0.001																				
Merged-chr3-44387053-4	chr3	44385334	44388816	-	3482	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0.011	0.01	0	0	0	0	0.01	0.007	0.016	0	0.024	0.005	0	0	0.017	0.03	0.031	0.025																				
Merged-chr2-71391733-3	chr2	71389580	71393525	-	3945	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.034	0.004	0.03	0	0.061	0.044	0.017	0.024	0.066	0	0.037	0.076	0.135	0.024	0.011	0.048	0.112	0.029	0.21	0.059																				
Merged-chr7-120419066-7	chr7	120415877	120423739	-	7862	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.017	0.004	0.03	0	0.023	0.055	0.006	0.024	0.011	0	0.009	0	0.003	0.005	0.005	0.014	0.006	0.015	0.001	0.001																				
Merged-chr6-19543540-6	chr6	19540113	19545843	+	5730	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.047	0.06	0.041	0.012	0.058	0.026	0.048	0.017	0.009	0.008	0.016	0	0.011	0.01	0.018	0	0.743	0.18	0.013	0.014																				
Merged-chr1-20369585-5	chr1	20366851	20373338	-	6487	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.003	0.012	0	0.003	0.013	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0																				
Merged-chr6-18756416-8	chr6	18753570	18760906	-	7336	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.031	0.043	0.032	0.036	0.038	0.03	0.063	0.052	0.828	0.427	4.992	0.008	0.017	1.119	0.341	0.741	0.029	0.011	0.228	0.065																				
Merged-chr3-54670593-8	chr3	54667736	54675005	-	7269	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.762	1.584	1.672	1.439	3.205	3.119	2.06	1.849	69.972	36.645	160.107	114.558	93.827	108.507	90.2	61.206	3.531	1.242	150.595	153.395																				
Merged-chr7-143236381-8	chr7	143233565	143240653	-	7088	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.069	0.137	0.078	0.08	0.195	0.226	0.181	0.094	0.027	0.046	0.089	0.074	0.115	0.068	0.024	0.005	0.157	0.087	0.058	0.03																				
Merged-chr4-131692322-7	chr4	131687764	131695224	+	7460	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.01	0.005	0.013	0.015	0.017	0.025	0.013	0.147	0.025	0.237	0.019	0.038	0.052	0.045	0.041	0.045	0.013	0.095	0.083																				
Merged-chr18-28864828-3	chr18	28863362	28866269	-	2907	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0																				
Merged-chr4-179132201-7	chr4	179127479	179135291	+	7812	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.069	0.124	0.106	0.098	0.09	0.133	0.085	0.104	0.004	0	0.012	0	0.003	0	0	0.005	0.005	0.005	0.001	0																				
Merged-chr4-146622694-4	chr4	146619199	146625431	+	6232	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.028	0.473	1.004	0.762	2.439	3.281	2.164	0.971	0.919	0.425	1.687	0.113	0.194	2.229	0.425	0.384	0.557	0.628	0.417	0.252																				
Merged-chr1-73455585-8	chr1	73452708	73460062	-	7354	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.512	0.1	0.647	0.176	1.43	2.15	1.154	0.609	0.437	0.536	0.813	0.241	0.581	1.413	0.657	0.501	1.383	0.766	0.727	0.288																				
Merged-chr9-35637692-3	chr9	35636077	35639436	+	3359	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.005	0.012	0	0	0	0	0	0	0	0.011	0	0.012	0.011	0	0	0.056	0.019	0.026	0																				
Merged-chr11-63223367-9	chr11	63219336	63227754	+	8418	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.005	0.009	0.005	0.004	0.042	0.062	0.027	0.023	0.124	0.019	0.067	0.081	0.007	0.069	0.037	0.023	0.016	0.037	0.056	0.042																				
Merged-chrX-115466067-10	chrX	115462335	115468777	+	6442	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.007	0.001	0	0	0.02	0.013	0.014	0.007	0.003	0	0.003	0	0	0.006	0.003	0	0.012	0	0	0																				
Merged-chr3-79668917-4	chr3	79666668	79671487	+	4819	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr11-27652696-7	chr11	27649842	27657249	-	7407	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	12.636	8.037	13.51	3.511	14.118	20.046	19.386	14.718	9.069	9.255	23.155	9.73	10.916	15.195	21.695	12.125	45.513	19.286	28.17	11.392																				
Merged-chr12-88303093-7	chr12	88300264	88307472	-	7208	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.011	0.011	0.014	0.013	0.015	0.019	0.007	0.005	0.048	0.008	0	0	0.163	0.058	0.042	0.001	0.003	0.013	0.011																				
Merged-chr3-128559862-3	chr3	128557720	128561654	-	3934	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0.008	0.003	0	0.003																				
Merged-chr6-131827743-9	chr6	131824692	131831291	-	6599	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	2.735	1.03	3.958	1.087	2.965	6.114	4.142	2.845	0.197	0.447	0.542	0.238	0.149	1.758	1.69	0.887	1.854	2.841	2.312	0.522																				
Merged-chr4-108213928-6	chr4	108210951	108217819	-	6868	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr5-130908181-3	chr5	130906714	130909764	+	3050	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0.007																				
Merged-chr6_ssto_hap7-554681-2	chr6_ssto_hap7	553391	555972	-	2581	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr11-49344641-7	chr11	49341318	49349210	-	7892	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.001	0	0	0	0.003	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0																				
Merged-chr3-934404-7	chr3	931582	938890	-	7308	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.016	0	0.023	0.018	0.074	0.016	0.013	0.026	0.013	0.339	0.041	0.006	0.084	0.072	0.114	0.009	0.05	0.1	0.05																				
Merged-chr9-93178534-8	chr9	93174201	93181391	+	7190	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.093	0.103	0.159	0.129	0.38	0.687	0.389	0.205	1.444	0.933	2.251	0.557	1.42	4.449	1.981	1.902	0.208	0.084	2.106	0.538																				
Merged-chr8-72580199-6	chr8	72576077	72583502	+	7425	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.006	0	0	0	0	0.003	0.003	0	0.002	0.003	0.019	0.008	0	0.005	0	0	0.003	0.004	0.007	0.009																				
Merged-chr22-35234050-10	chr22	35229806	35237929	+	8123	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.039	0.016	0.058	0.029	0.084	0.101	0.048	0.059	0.036	0.014	0.016	0.037	0.01	0.041	0.023	0	0.057	0.012	0.011	0.001																				
Merged-chr19-5848546-5	chr19	5845996	5851004	+	5008	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.003	0	0	0	0	0	0	0.007	0	0.007	0	0	0	0	0	0.002	0.008	0.009	0.002																				
Merged-chr11-127640938-7	chr11	127638013	127645593	-	7580	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.154	0.43	0.109	0.167	2.55	0.797	1.065	0.88	0.041	0	0.038	0.008	0.043	0.02	0.014	0	0.506	0.095	0.007	0.003																				
Merged-chr10-93063466-8	chr10	93060283	93067882	-	7599	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.012	0.023	0.005	0.009	0.017	0.048	0.015	0.013	0.034	0.003	0	0.003	0.005	0	0.014	0	0.009	0.008	0.004	0.012																				
Merged-chr15-41429064-4	chr15	41427247	41430726	+	3479	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.021	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr4-154983981-3	chr4	154981943	154985749	+	3806	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0																				
Merged-chr1-233821820-8	chr1	233818410	233825734	-	7324	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	2.097	0.392	1.745	0.617	2.01	3.315	2.73	1.919	0.057	0.057	0.215	0.14	0.936	0.483	0.35	0.207	0.776	1.549	0.852	2.422																				
Merged-chr3-16789458-8	chr3	16784940	16792348	+	7408	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.036	0.019	0.016	0.013	0.032	0.064	0.046	0.032	0.016	0.009	0.129	0.005	0.18	0.103	0.065	0.036	0.027	0.008	0.087	0.049																				
Merged-chr5-7055918-5	chr5	7054334	7057313	-	2979	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0.013	0	0	0.015	0.015	0	0	0	0.012	0	0	0	0	0	0.01	0	0	0																				
Merged-chr3-67090796-7	chr3	67087502	67095391	-	7889	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.001	0	0	0.007	0.005	0	0	0.002	0.006	0.018	0	0.003	0.007	0.003	0	0	0.004	0.01	0.008																				
Merged-chr10-120658262-4	chr10	120655203	120660646	+	5443	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0.004	0	0	0.004	0	0	0	0	0	0	0	0.002	0	0																				
Merged-chr3-177931699-2	chr3	177930159	177933240	+	3081	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.029	0	0	0.011	0.018	0.028	0.007	0	0	0	0	0	0	0	0	0	0	0.003	0	0																				
Merged-chr3-70485909-7	chr3	70483028	70490365	-	7337	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.189	0.021	0.177	0.018	0.113	0.195	0.128	0.24	0.007	0.009	0.01	0.016	0.008	0.005	0.014	0	0.139	0.037	0	0																				
Merged-chr5-135069265-7	chr5	135065880	135073977	-	8097	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.002	0	0	0.014	0.003	0.006	0.024	0.388	0.031	0.025	0.005	0.033	0.166	0.042	0	0.012	0.001	0.013	0.027																				
Merged-chrX-30124975-8	chrX	30120929	30128165	+	7236	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.087	0.067	0.043	0.06	0.316	0.201	0.127	0.086	0.067	0.35	0.499	0.172	0.136	1.114	0.578	0.777	0.054	0.014	0.973	0.853																				
Merged-chr3-129781731-8	chr3	129777174	129784613	+	7439	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.066	0.052	0.021	0.049	0.288	0.186	0.25	0.282	0.24	0.034	0.029	0.019	0.047	0.138	0.011	0	0.136	0.085	0.009	0.027																				
Merged-chr7-121204451-4	chr7	121202902	121206027	-	3125	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.03	0.038	0.011	0.024	0.042	0.051	0.076	0.289	0.125	1.179	0.631	0.491	0.673	0.545	0.316	0.113	0.02	0.645	0.163																				
Merged-chr11-131126452-7	chr11	131123627	131130968	-	7341	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.024	0.07	0.011	0.05	0.033	0.047	0.075	0.013	0.05	0.035	0.126	0.025	0.067	0.076	0.06	0.041	0.078	0.065	0.109	0.086																				
Merged-chr2-224055856-8	chr2	224052669	224061021	-	8352	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.016	0.119	0.033	0.099	0.104	0.096	0.052	0.011	0.023	0.008	0.106	0.007	0.044	0.067	0.03	0.027	0.219	0.122	0.106	0.066																				
Merged-chr4-187167656-2	chr4	187165758	187169554	-	3796	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.007	0.01	0	0.16	0.097	0.036	0.025	2.086	1.044	4.435	1.075	1.676	2.085	1.826	1.591	0.026	0	4.372	4.51																				
Merged-chrX-93956354-9	chrX	93953044	93960863	-	7819	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.014	0.642	0.86	0.293	1.585	1.991	1.522	1.414	0.642	0.793	1.698	1.126	0.33	1.908	1.161	1.074	1.055	0.389	1.521	1.129																				
Merged-chr3-124473470-8	chr3	124470636	124477816	-	7180	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	2.626	0.127	2.148	0.139	2.096	3.203	2.379	2.336	0.075	0.035	0.277	0.162	0.148	0.189	0.12	0.111	2.551	1.306	0.156	0.082																				
Merged-chr1-209625561-8	chr1	209621375	209628122	+	6747	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.85	0.383	0.851	0.414	2.165	2.119	1.512	0.946	0.61	0.065	0.428	0.051	0.167	0.373	0.121	0.09	1.21	1.222	0.227	0.145																				
Merged-chr7-145942851-7	chr7	145940100	145947112	-	7012	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.013	0.045	0.045	0.019	0.068	0.136	0.092	0.102	0.374	0.312	1.814	0.903	1.205	1.142	1.612	0.341	0.081	0.058	1.353	1.095																				
Merged-chr14-53596568-2	chr14	53594677	53598459	+	3782	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.005	0.006	0	0	0.006	0.006	0																				
Merged-chr2-64303912-10	chr2	64301121	64308033	-	6912	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.091	0.04	0.057	0.067	0.059	0.075	0.083	0.069	0.04	0.007	0.018	0.035	0.112	0.03	0.012	0.005	0.11	0.059	0.069	0.085																				
Merged-chr5-75656830-7	chr5	75652305	75659673	+	7368	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.79	0.227	0.678	0.415	3.124	7.798	2.953	2.619	0.302	0.21	0.804	0.377	1.233	0.907	0.599	0.536	1.366	0.783	1.392	1.108																				
Merged-chr2-193371438-2	chr2	193370010	193372866	+	2856	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0.014	0	0.013	0.015	0.008	0	0.006	0	0	0	0	0.007	0	0	0.003	0.011	0.004	0.012																				
Merged-chr1-210286517-6	chr1	210283616	210290372	-	6756	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.005	0	0.014	0.021	0.021	0.01	0.003	0	0	0.006	0.009	0	0.004	0.012	0.006	0.007																				
Merged-chr10-91048290-7	chr10	91043676	91051450	+	7774	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.017	0	0	0.052	0.025	0.012	0.012	0.051	0.009	0.028	0.008	0.008	0.024	0.008	0	0.019	0.004	0.008	0.006																				
Merged-chr14-21173534-5	chr14	21170725	21175529	+	4804	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.009	0.004	0	0	0	0.009	0.005	0.01	0.007	0.024	0.026	0.021	0	0.023	0	0	0.002	0.011	0.013	0.007																				
Merged-chr3-21232812-8	chr3	21229713	21236496	-	6783	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.013	0.007	0.029	0	0.027	0.048	0.02	0.021	0.008	0.003	0.019	0.006	0	0.014	0.009	0.017	0.02	0.005	0.027	0.018																				
Merged-chr2-209946682-8	chr2	209941968	209949876	+	7908	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.374	0.085	0.378	0.101	0.396	0.493	0.345	0.392	0.05	0.05	0.146	0.023	0.021	0.243	0.112	0.048	0.446	0.103	0.458	0.408																				
Merged-chr6-137382129-4	chr6	137380619	137383653	-	3034	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.738	0.058	0.609	0.022	0.59	0.657	0.665	1.037	0	0	0.006	0	0	0.006	0.021	0	1.686	0.484	0.046	0.018																				
Merged-chr3-38119316-7	chr3	38117005	38122195	-	5190	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.483	0.439	0.318	0.422	1.723	1.511	0.8	0.918	0.057	0	0.153	0.012	0.075	0.097	0.028	0.015	0.394	0.319	0.17	0.068																				
Merged-chr4-128434477-8	chr4	128431367	128439083	-	7716	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.226	0.044	0.408	0.181	0.547	0.792	0.889	0.222	0.009	0.003	0.094	0.016	0	0.007	0	0	0.424	0.13	0.01	0.011																				
Merged-chr3-187186146-8	chr3	187183293	187190585	-	7292	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.203	0.064	0.291	0.059	0.374	0.564	0.33	0.294	0.019	0.013	0.119	0.039	0.006	0.015	0.003	0	0.46	0.254	0.09	0.084																				
Merged-chr4-59158668-7	chr4	59156100	59161750	-	5650	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0.008	0.008	0.017	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr1-229552320-9	chr1	229547363	229555754	+	8391	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.011	0.037	0.005	0.04	0.048	0.026	0.022	0.006	0.048	0.011	0.211	0.103	0.044	0.087	0.068	0.027	0.047	0.043	0.059	0.018																				
Merged-chr10-122608020-8	chr10	122603679	122610856	+	7177	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.562	0.234	1.195	0.134	1.01	1.089	0.898	1.022	0.131	0.08	0.31	0.126	0.225	0.257	0.167	0.085	1.059	0.973	0.293	0.242																				
Merged-chr2-209768465-6	chr2	209765104	209770994	+	5890	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.532	0.206	0.508	0.056	0.786	0.886	0.662	0.777	0.009	0.008	0.009	0	0	0.006	0.004	0	2.647	1.707	0.011	0.002																				
Merged-chr3-171297869-8	chr3	171293526	171300731	+	7205	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.149	0.246	0.098	0.203	0.192	0.337	0.226	0.218	0.055	0.022	0.213	0.028	0.04	0.09	0.07	0.047	0.434	0.253	0.114	0.078																				
Merged-chr1-81714790-7	chr1	81710193	81717667	+	7474	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.606	0.409	1.242	0.324	1.898	2.704	2.267	1.581	1.522	1.828	2.444	3.861	2.499	4.29	3.432	2.638	1.007	0.875	5.12	4.37																				
Merged-chr4-168359130-8	chr4	168356412	168363281	-	6869	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.056	0.548	0.985	0.522	1.2	2.106	1.409	1.041	0.341	0.228	0.6	0.19	0.107	0.575	0.352	0.288	1.237	1.449	0.408	0.306																				
Merged-chr4-9097902-3	chr4	9095301	9100490	+	5189	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.009	0.011	0.008	0.064	0.011	0.008	0.009	0.018	0.017	0	0.014	0.027	0.004	0.011	0.008	0	0.009	0.006	0.046	0.011																				
Merged-chr3-51790272-2	chr3	51789062	51791482	-	2420	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
